sampleID	SP_162SPI_T016	SP_189SPI_T016	SP_161SPI_T016	SP_191SPI_T016	SP_164SPI_T016	SP_143SPI_T016	SP_101SPI_T016	SP_163SPI_T016	SP_105SPI_T016	SP_186SPI_T016_R	SP_124SPI_T016	SP_122SPI_T016	SP_132SPI_T016	SP_123SPI_T016	SP_187SPI_T016	SP_129SPI_T016	SP_184SPI_T016	SP_104SPI_T016	SP_148SPI_T016	SP_401SPI_T016	SP_144SPI_T016	SP_305SPI_T016	SP_323SPI_T016	SP_384SPI_T016	SP_304SPI_T016	SP_321SPI_T016	SP_363SPI_T016_R	SP_326SPI_T016	SP_383SPI_T016	SP_325SPI_T016	SP_385SPI_T016	SP_303SPI_T016	SP_387SPI_T016	SP_344SPI_T016_R	SP_343SPI_T016	SP_324SPI_T016	SP_601SPI_T016	SP_302SPI_T016	SP_382SPI_T016	SP_386SPI_T016	SP_361SPI_T016	SP_389SPI_T016	SP_345SPI_T016	SP_322SPI_T016	SP_283SPI_T016	SP_502SPI_T016	SP_264SPI_T016	SP_281SPI_T016	SP_285SPI_T016	SP_201SPI_T016	SP_287SPI_T016	SP_125SPI_T016	SP_261SPI_T016	SP_224SPI_T016	SP_242SPI_T016	SP_243SPI_T016	SP_286SPI_T016	SP_230SPI_T016	SP_282SPI_T016	SP_222SPI_T016	SP_262SPI_T016	SP_284SPI_T016	SP_381SPI_T016	SP_602SPI_T016
SP_162SPI_T016	0.0	0.779869137346	0.784792198384	0.773856729948	0.75066297643	0.820549078981	0.930511590402	0.742968113584	0.849326735355	0.70478665732	0.857891064016	0.877175359256	0.849544543603	0.816090048095	0.723040962278	0.863374753328	0.910214643648	0.942342085738	0.735109673706	0.733098228373	0.983879047613	0.948183398135	0.866721348437	0.900947792649	0.905980975121	0.869988384407	0.864679661838	0.893893340508	0.905389130761	0.716822772294	0.848876430911	0.940903972764	0.778544939575	0.959703676716	0.94655955453	0.888185119058	0.813570160533	0.882905594778	0.907993213491	0.896308188348	0.844517504183	0.839333252604	0.942921255274	0.979256881849	0.899281839547	0.843544734773	0.936110599545	0.737952378312	0.82446006946	0.893101436188	0.85981760073	0.898289780214	0.940829214096	0.691618371443	0.851127684879	0.802216967486	0.850974844262	0.82740355491	0.799866107226	0.879725728275	0.950883691135	0.844906257169	0.817010908545	0.793944640032
SP_189SPI_T016	0.779869137346	0.0	0.897904029462	0.983162711999	0.981903585234	0.863371747045	0.973348933214	0.857968253507	0.925062901404	0.912610398791	0.942535081766	0.936525178833	0.971358402161	0.907159979418	0.835271184929	0.893931408668	0.947296465592	0.894416577757	0.946781339446	0.960244415177	0.908227281026	0.895826068299	0.855942291382	0.894098244421	0.674771955861	0.851209110856	0.901405826984	0.804967049217	0.888825146828	0.752303066334	0.817298741471	0.889928761267	0.835727035571	0.908606661758	0.973937902116	0.890015824196	0.876577331386	0.865839132539	0.884167417598	0.789155170857	0.945561980288	0.858689256672	0.939362199939	0.977075903405	0.917618639345	0.873818267754	0.920056614726	0.769754661476	0.679691279148	0.766644342188	0.859324654921	0.732537788305	0.880107667166	0.894710473474	0.940959791912	0.88952922215	0.920615854488	0.859155817412	0.864115649523	0.975527938875	0.980393231096	0.975948440652	0.994912349543	0.987714151504
SP_161SPI_T016	0.784792198384	0.897904029462	0.0	0.896630364685	0.809823659947	0.882425841042	0.946610846372	0.887461138491	0.796129700822	0.877506374092	0.79677015161	0.825318484212	0.82468397821	0.812855945206	0.821589737875	0.988953229793	0.875204978074	0.99346921902	0.849219288139	0.819472640828	0.980514941957	0.995919926819	0.971833666993	0.970998149483	0.986900519599	0.962534459654	0.854910601471	0.9882723373	0.975538911125	0.888753855827	0.96438763921	0.996250779807	0.996085235412	0.989811853859	0.998307948875	0.997497133729	0.98857070694	0.981506843176	0.989726181058	0.996795233719	0.984608758516	0.915900169103	0.973989298199	0.999962981682	0.766184917582	0.989594304579	0.994858025383	0.955050923198	0.974559782065	0.991995114506	0.984108261461	0.986976385589	0.967301009862	0.914788533632	0.931232780979	0.909214857094	0.978408195333	0.966666448802	0.982417234477	0.998896142661	0.999738278523	0.940484754967	0.915429153377	0.934896946185
SP_191SPI_T016	0.773856729948	0.983162711999	0.896630364685	0.0	0.865520433404	0.884455140036	0.645639924834	0.971941394501	0.891409460574	0.952093599621	0.787591218284	0.775946166415	0.791224262301	0.953468381776	0.975657817617	0.99171618656	0.972307883633	0.99665748472	0.957663828806	0.869679398201	0.999998947826	0.996264133515	0.990814339779	0.989297349769	0.99578640653	0.989622213747	0.951115278308	0.991291221301	0.996605564459	0.990421103309	0.991386009533	0.997563348104	0.992131924055	0.994889026701	0.998818221419	0.998052636984	0.990662541084	0.992644261192	0.99508469833	0.996993222891	0.992947248867	0.866788837149	0.995838485501	1.0	0.977809965525	0.990229090608	0.991197275934	0.982732352465	0.989017742715	0.990354345134	0.992988004688	0.990405224936	0.988290386959	0.955456167548	0.966503907096	0.996342060235	0.997416114538	0.983405533165	0.992094088233	0.994123181119	0.998911676266	0.953453794884	0.416476125947	0.913911286084
SP_164SPI_T016	0.75066297643	0.981903585234	0.809823659947	0.865520433404	0.0	0.981261278	0.79043371032	0.938088216285	0.727787845885	0.724170203715	0.684197352913	0.755058531147	0.609930659376	0.878192771904	0.925809452037	0.994142806441	0.846526379495	0.998362286656	0.711254432109	0.641782825963	0.944200599264	0.997863062783	0.996909288242	0.993688956351	0.99807023788	0.995851279014	0.812577130249	0.997235347275	0.998409047009	0.996851535714	0.994297453667	0.998347397163	0.998199162715	0.993387420166	0.998274292421	0.998866553194	0.996124866907	0.998849796211	0.99060127447	0.998097686193	0.993751095958	0.744762944839	0.995321483608	1.0	0.967299011972	0.997158900746	0.997551144571	0.987568558073	0.995118641548	0.997342090876	0.998028418489	0.991008280883	0.874936021902	0.6993864018	0.9166024505	0.738002965866	0.99732827369	0.990624494041	0.998877652987	0.999872688448	0.999982800188	0.898781828854	0.860864960016	0.766679438726
SP_143SPI_T016	0.820549078981	0.863371747045	0.882425841042	0.884455140036	0.981261278	0.0	0.866384958945	0.79698067355	0.977364707365	0.870309469018	0.913878948869	0.850482756278	0.888575764826	0.932206973849	0.713833629748	0.870439602713	0.898964869117	0.911237389013	0.896157180657	0.95557592282	0.974552577083	0.920670824183	0.770186749914	0.805996039702	0.921640472495	0.875189742531	0.74428580142	0.954420577806	0.879420573825	0.718605066493	0.836033020556	0.929627940891	0.702618677178	0.965542992092	0.937000775611	0.954516384328	0.864230452735	0.892218738052	0.944538685327	0.907426924111	0.878232024847	0.931518897408	0.966533757096	0.979766896755	0.887788183534	0.902052648677	0.882032177088	0.81279883243	0.797939574051	0.928201269306	0.86442073508	0.933373364194	0.946433058138	0.786408104537	0.901222339255	0.956962542901	0.775679672439	0.874520074776	0.853237042165	0.898458620897	0.984141610364	0.940627070141	0.890861342765	0.982692402584
SP_101SPI_T016	0.930511590402	0.973348933214	0.946610846372	0.645639924834	0.79043371032	0.866384958945	0.0	0.969424683032	0.94175171998	0.836386937923	0.792237473059	0.778595467295	0.795245243675	0.937131851664	0.946774273851	0.99233796401	0.931789911637	0.995435429667	0.970203964214	0.849186563169	0.979483208678	0.995225998331	0.986057351604	0.967059302064	0.996943819159	0.971786932642	0.855132830472	0.993076865253	0.998906852137	0.967527960054	0.985846599229	0.996451220018	0.993504766446	0.996618118937	0.998611555557	0.998763873078	0.99232228229	0.994503870569	0.999016697408	0.99718334902	0.998893374437	0.99292102793	0.984640472958	0.999772718339	0.983650300329	0.996695383144	0.994704431397	0.98042674313	0.971268101698	0.995290494851	0.997276242323	0.992694807062	0.986887268152	0.940010013104	0.962209883441	0.978219773374	0.969237212317	0.997250467617	0.99900539236	0.999709207764	0.980460669454	0.910316992087	0.608295414272	0.882515016914
SP_163SPI_T016	0.742968113584	0.857968253507	0.887461138491	0.971941394501	0.938088216285	0.79698067355	0.969424683032	0.0	0.94378396077	0.816959956603	0.937189782344	0.898915816913	0.92154031675	0.898673153681	0.81199443555	0.828533601861	0.849660334585	0.878505181576	0.882095100373	0.954593243892	0.880318954145	0.817230889723	0.790197723878	0.79990930043	0.677681053543	0.793771351551	0.868589208273	0.744988924507	0.825935433335	0.773501455831	0.777491716141	0.850452091672	0.735435927621	0.881797759018	0.886288967902	0.816514942593	0.765651372576	0.827357381412	0.831996472091	0.759713172161	0.425164075701	0.910438087984	0.932341734142	0.954911606045	0.946757187484	0.729039815038	0.676152746368	0.688844673851	0.75752871454	0.728298536981	0.689470710586	0.705276860893	0.852936916848	0.738839977596	0.843312876418	0.890112177028	0.815885358957	0.645642005761	0.780802158096	0.870631261203	0.926351936037	0.909181579468	0.987687195079	0.98091977177
SP_105SPI_T016	0.849326735355	0.925062901404	0.796129700822	0.891409460574	0.727787845885	0.977364707365	0.94175171998	0.94378396077	0.0	0.918512905869	0.462150490859	0.555288506898	0.846190642666	0.893141440311	0.921313771744	0.992887027512	0.919464868014	0.995822650392	0.911259560324	0.850800034696	0.988459482376	0.997468690684	0.988396110716	0.985881443572	0.997413464479	0.995053275504	0.963007140998	0.99299514509	0.997130242525	0.989692065692	0.98781680265	0.995999108413	0.998019290886	0.993757162246	0.998536069519	0.998198963892	0.99502205822	0.997441565246	0.990130654289	0.992385618929	0.98716577148	0.944316895098	0.994055843212	1.0	0.951583960289	0.997091461116	0.996130389947	0.970597700331	0.987422244076	0.995172003922	0.994639955768	0.987573536274	0.963736032261	0.914551570297	0.955826480928	0.950037847898	0.988720767106	0.989292435008	0.998276631136	1.0	0.999943733159	0.965756195427	0.845613304399	0.887084123971
SP_186SPI_T016_R	0.70478665732	0.912610398791	0.877506374092	0.952093599621	0.724170203715	0.870309469018	0.836386937923	0.816959956603	0.918512905869	0.0	0.916203015214	0.837123225981	0.795755489876	0.889972947905	0.834882432596	0.742208734024	0.843328739391	0.926878579209	0.687842441513	0.837729936251	0.968558525707	0.927084549119	0.875920183218	0.734486634927	0.798515688325	0.754897232308	0.707901010208	0.76700451701	0.835889843722	0.883228077777	0.763985981108	0.928712333376	0.81782074818	0.935256506746	0.841317175621	0.756144860531	0.8100036539	0.851720329605	0.739323400473	0.845472648637	0.785303542025	0.962748169347	0.762804805316	0.954684928588	0.961136338661	0.735144322253	0.879127187826	0.787772970239	0.901538007107	0.924152580755	0.853340206369	0.756142704701	0.906961766649	0.759770930606	0.756212264076	0.771094358633	0.897695731818	0.828125370745	0.879734666987	0.897082137018	0.942443807446	0.805798233041	0.955931631482	0.789895647294
